student_key,total_clicks_early,mean_clicks_per_day_early,max_clicks_in_a_day_early,active_days_early,activity_span_early,consistency_early,target
632709_CCC_2014J,493.0,7.951612903225806,162.0,13.0,40.0,0.325,1
632756_CCC_2014J,286.0,2.9791666666666665,36.0,22.0,45.0,0.4888888888888889,1
632866_CCC_2014J,454.0,4.407766990291262,94.0,12.0,42.0,0.2857142857142857,0
632904_CCC_2014J,412.0,3.3225806451612905,111.0,23.0,42.0,0.5476190476190477,0
632929_CCC_2014J,162.0,4.628571428571429,75.0,6.0,9.0,0.6666666666666666,0
632942_CCC_2014J,1012.0,3.790262172284644,56.0,39.0,44.0,0.8863636363636364,0
633008_CCC_2014J,247.0,3.0121951219512195,41.0,22.0,41.0,0.5365853658536586,1
633047_CCC_2014J,60.0,3.5294117647058822,22.0,4.0,26.0,0.15384615384615385,0
633069_CCC_2014J,500.0,2.7624309392265194,58.0,20.0,44.0,0.45454545454545453,1
633157_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
633179_CCC_2014J,442.0,3.006802721088435,62.0,20.0,42.0,0.47619047619047616,1
633198_CCC_2014J,185.0,4.021739130434782,18.0,11.0,41.0,0.2682926829268293,0
633205_CCC_2014J,6.0,1.5,3.0,1.0,0.0,0.0,0
633238_CCC_2014J,104.0,2.888888888888889,24.0,11.0,43.0,0.2558139534883721,0
633303_CCC_2014J,789.0,3.4757709251101323,57.0,22.0,44.0,0.5,1
633328_CCC_2014J,221.0,2.6626506024096384,41.0,17.0,38.0,0.4473684210526316,0
633334_CCC_2014J,61.0,2.103448275862069,15.0,8.0,27.0,0.2962962962962963,0
633504_CCC_2014J,2264.0,5.495145631067961,246.0,39.0,45.0,0.8666666666666667,1
633511_CCC_2014J,524.0,5.346938775510204,94.0,18.0,40.0,0.45,1
633544_CCC_2014J,245.0,3.828125,43.0,13.0,41.0,0.3170731707317073,1
633618_CCC_2014J,175.0,2.2435897435897436,15.0,18.0,45.0,0.4,0
633634_CCC_2014J,152.0,3.234042553191489,54.0,6.0,39.0,0.15384615384615385,0
633647_CCC_2014J,600.0,5.3097345132743365,76.0,15.0,36.0,0.4166666666666667,1
633655_CCC_2014J,195.0,3.9,53.0,11.0,32.0,0.34375,1
633746_CCC_2014J,442.0,3.3484848484848486,49.0,23.0,45.0,0.5111111111111111,1
633756_CCC_2014J,47.0,1.7407407407407407,12.0,7.0,30.0,0.23333333333333334,0
633914_CCC_2014J,399.0,4.925925925925926,61.0,14.0,39.0,0.358974358974359,1
633960_CCC_2014J,563.0,3.412121212121212,67.0,20.0,37.0,0.5405405405405406,1
633990_CCC_2014J,87.0,5.4375,46.0,3.0,20.0,0.15,0
634111_CCC_2014J,184.0,3.2857142857142856,24.0,10.0,26.0,0.38461538461538464,0
634119_CCC_2014J,229.0,4.017543859649122,73.0,17.0,41.0,0.4146341463414634,1
634193_CCC_2014J,262.0,3.358974358974359,57.0,5.0,23.0,0.21739130434782608,0
634200_CCC_2014J,169.0,3.595744680851064,32.0,10.0,41.0,0.24390243902439024,1
634309_CCC_2014J,160.0,3.8095238095238093,67.0,9.0,31.0,0.2903225806451613,0
634351_CCC_2014J,284.0,2.784313725490196,44.0,19.0,45.0,0.4222222222222222,1
634365_CCC_2014J,889.0,3.2093862815884475,20.0,37.0,45.0,0.8222222222222222,1
634420_CCC_2014J,517.0,3.191358024691358,48.0,33.0,44.0,0.75,0
634536_CCC_2014J,256.0,2.9767441860465116,55.0,17.0,43.0,0.3953488372093023,1
634552_CCC_2014J,115.0,3.9655172413793105,60.0,6.0,35.0,0.17142857142857143,1
634600_CCC_2014J,403.0,5.676056338028169,66.0,10.0,27.0,0.37037037037037035,0
634648_CCC_2014J,244.0,2.0,29.0,29.0,42.0,0.6904761904761905,1
634655_CCC_2014J,34.0,2.8333333333333335,12.0,3.0,12.0,0.25,0
634721_CCC_2014J,241.0,3.1298701298701297,39.0,15.0,36.0,0.4166666666666667,0
634776_CCC_2014J,309.0,2.3059701492537314,28.0,19.0,39.0,0.48717948717948717,0
634817_CCC_2014J,123.0,2.2777777777777777,20.0,10.0,44.0,0.22727272727272727,0
634824_CCC_2014J,198.0,6.1875,45.0,7.0,35.0,0.2,1
634853_CCC_2014J,3.0,1.0,1.0,2.0,20.0,0.1,1
635410_CCC_2014J,21.0,1.9090909090909092,11.0,4.0,35.0,0.11428571428571428,0
635573_CCC_2014J,183.0,2.259259259259259,39.0,19.0,33.0,0.5757575757575758,1
635711_CCC_2014J,295.0,5.462962962962963,61.0,8.0,28.0,0.2857142857142857,1
635802_CCC_2014J,214.0,4.115384615384615,49.0,11.0,36.0,0.3055555555555556,1
636000_CCC_2014J,615.0,4.241379310344827,49.0,22.0,32.0,0.6875,1
636124_CCC_2014J,659.0,5.272,201.0,31.0,45.0,0.6888888888888889,1
636243_CCC_2014J,50.0,1.5625,7.0,9.0,33.0,0.2727272727272727,0
636364_CCC_2014J,662.0,3.1226415094339623,102.0,31.0,45.0,0.6888888888888889,1
636387_CCC_2014J,536.0,3.134502923976608,63.0,28.0,43.0,0.6511627906976745,1
636420_CCC_2014J,547.0,3.5064102564102564,61.0,30.0,43.0,0.6976744186046512,0
636422_CCC_2014J,264.0,3.180722891566265,46.0,18.0,29.0,0.6206896551724138,1
636443_CCC_2014J,137.0,7.2105263157894735,93.0,3.0,11.0,0.2727272727272727,0
636628_CCC_2014J,108.0,4.153846153846154,26.0,4.0,16.0,0.25,0
636716_CCC_2014J,134.0,4.1875,53.0,6.0,18.0,0.3333333333333333,1
636732_CCC_2014J,322.0,3.926829268292683,39.0,10.0,20.0,0.5,0
636743_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
636783_CCC_2014J,1004.0,6.275,147.0,24.0,45.0,0.5333333333333333,1
636996_CCC_2014J,1025.0,4.343220338983051,214.0,27.0,40.0,0.675,1
637070_CCC_2014J,404.0,3.1076923076923078,55.0,18.0,44.0,0.4090909090909091,1
637086_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
637089_CCC_2014J,346.0,5.766666666666667,108.0,8.0,23.0,0.34782608695652173,0
637325_CCC_2014J,62.0,1.7714285714285714,5.0,7.0,42.0,0.16666666666666666,0
637691_CCC_2014J,256.0,3.4133333333333336,40.0,14.0,33.0,0.42424242424242425,0
637708_CCC_2014J,428.0,4.3232323232323235,74.0,21.0,45.0,0.4666666666666667,1
637754_CCC_2014J,553.0,3.3719512195121952,57.0,15.0,33.0,0.45454545454545453,1
637939_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
638018_CCC_2014J,248.0,3.3972602739726026,62.0,18.0,43.0,0.4186046511627907,1
638040_CCC_2014J,29.0,1.5263157894736843,4.0,4.0,20.0,0.2,0
638243_CCC_2014J,172.0,4.3,66.0,12.0,44.0,0.2727272727272727,0
638254_CCC_2014J,174.0,3.625,52.0,8.0,23.0,0.34782608695652173,1
638426_CCC_2014J,275.0,2.522935779816514,53.0,10.0,14.0,0.7142857142857143,0
638504_CCC_2014J,339.0,3.6451612903225805,49.0,16.0,39.0,0.41025641025641024,0
638771_CCC_2014J,839.0,4.82183908045977,109.0,27.0,27.0,1.0,1
639012_CCC_2014J,242.0,3.27027027027027,70.0,11.0,29.0,0.3793103448275862,0
639176_CCC_2014J,435.0,6.397058823529412,98.0,7.0,8.0,0.875,0
639232_CCC_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
640109_CCC_2014J,311.0,3.2736842105263158,46.0,16.0,31.0,0.5161290322580645,0
640443_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
640662_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
640773_CCC_2014J,1024.0,6.095238095238095,510.0,24.0,42.0,0.5714285714285714,1
641347_CCC_2014J,252.0,6.146341463414634,51.0,6.0,31.0,0.1935483870967742,0
641363_CCC_2014J,125.0,2.450980392156863,26.0,6.0,33.0,0.18181818181818182,1
641684_CCC_2014J,239.0,4.345454545454546,45.0,10.0,24.0,0.4166666666666667,0
641696_CCC_2014J,243.0,4.5,66.0,12.0,32.0,0.375,1
641804_CCC_2014J,312.0,4.875,55.0,10.0,35.0,0.2857142857142857,0
642066_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
642261_CCC_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
642291_CCC_2014J,170.0,2.8333333333333335,29.0,10.0,28.0,0.35714285714285715,1
642591_CCC_2014J,839.0,3.663755458515284,72.0,37.0,45.0,0.8222222222222222,1
642627_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
642744_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
642790_CCC_2014J,57.0,1.3255813953488371,5.0,15.0,22.0,0.6818181818181818,0
642817_CCC_2014J,187.0,4.065217391304348,35.0,11.0,39.0,0.28205128205128205,1
642838_CCC_2014J,1161.0,4.644,78.0,36.0,39.0,0.9230769230769231,1
642839_CCC_2014J,284.0,3.380952380952381,74.0,18.0,42.0,0.42857142857142855,0
642850_CCC_2014J,480.0,3.84,58.0,18.0,44.0,0.4090909090909091,1
642902_CCC_2014J,579.0,3.75974025974026,85.0,32.0,43.0,0.7441860465116279,1
643114_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
643199_CCC_2014J,216.0,3.272727272727273,46.0,23.0,26.0,0.8846153846153846,0
643200_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
643269_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
643278_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
643309_CCC_2014J,140.0,4.0,30.0,9.0,40.0,0.225,0
643357_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
643403_CCC_2014J,694.0,4.130952380952381,72.0,24.0,33.0,0.7272727272727273,1
643404_CCC_2014J,136.0,2.6666666666666665,11.0,11.0,34.0,0.3235294117647059,0
643416_CCC_2014J,3.0,1.0,1.0,2.0,7.0,0.2857142857142857,0
643434_CCC_2014J,270.0,4.285714285714286,78.0,14.0,41.0,0.34146341463414637,0
643457_CCC_2014J,80.0,2.0,35.0,8.0,11.0,0.7272727272727273,0
643514_CCC_2014J,278.0,9.266666666666667,68.0,5.0,10.0,0.5,0
643568_CCC_2014J,474.0,7.40625,93.0,11.0,42.0,0.2619047619047619,1
643690_CCC_2014J,201.0,6.090909090909091,57.0,9.0,31.0,0.2903225806451613,0
643757_CCC_2014J,93.0,2.066666666666667,10.0,7.0,21.0,0.3333333333333333,0
643758_CCC_2014J,476.0,3.633587786259542,47.0,24.0,42.0,0.5714285714285714,0
643770_CCC_2014J,19.0,1.7272727272727273,5.0,2.0,31.0,0.06451612903225806,0
644093_CCC_2014J,534.0,4.015037593984962,64.0,26.0,45.0,0.5777777777777777,1
644242_CCC_2014J,740.0,3.148936170212766,47.0,41.0,45.0,0.9111111111111111,1
644246_CCC_2014J,817.0,3.5064377682403434,55.0,36.0,45.0,0.8,1
644369_CCC_2014J,48.0,1.2,5.0,4.0,28.0,0.14285714285714285,1
644416_CCC_2014J,231.0,3.2535211267605635,56.0,11.0,32.0,0.34375,1
644453_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
644480_CCC_2014J,305.0,2.9611650485436893,65.0,22.0,44.0,0.5,1
644516_CCC_2014J,65.0,1.8055555555555556,11.0,10.0,25.0,0.4,0
644828_CCC_2014J,626.0,3.5168539325842696,37.0,32.0,38.0,0.8421052631578947,1
644848_CCC_2014J,151.0,3.682926829268293,58.0,5.0,31.0,0.16129032258064516,0
644905_CCC_2014J,150.0,3.5714285714285716,42.0,7.0,32.0,0.21875,0
644951_CCC_2014J,210.0,3.088235294117647,49.0,19.0,43.0,0.4418604651162791,1
644974_CCC_2014J,1358.0,4.815602836879433,221.0,45.0,45.0,1.0,1
645124_CCC_2014J,338.0,2.913793103448276,34.0,23.0,42.0,0.5476190476190477,1
645144_CCC_2014J,391.0,3.128,35.0,17.0,44.0,0.38636363636363635,1
645160_CCC_2014J,53.0,2.789473684210526,14.0,3.0,9.0,0.3333333333333333,0
645174_CCC_2014J,111.0,2.707317073170732,11.0,8.0,41.0,0.1951219512195122,1
645216_CCC_2014J,173.0,2.4027777777777777,21.0,9.0,42.0,0.21428571428571427,1
645219_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
645334_CCC_2014J,633.0,3.3850267379679146,48.0,26.0,43.0,0.6046511627906976,1
645353_CCC_2014J,59.0,2.95,32.0,6.0,30.0,0.2,0
645369_CCC_2014J,140.0,2.978723404255319,53.0,7.0,16.0,0.4375,1
645481_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
645586_CCC_2014J,186.0,3.381818181818182,43.0,11.0,41.0,0.2682926829268293,1
645590_CCC_2014J,144.0,2.440677966101695,25.0,11.0,44.0,0.25,0
645698_CCC_2014J,227.0,4.283018867924528,53.0,10.0,40.0,0.25,1
645710_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
645770_CCC_2014J,748.0,3.511737089201878,118.0,32.0,44.0,0.7272727272727273,0
645792_CCC_2014J,585.0,3.015463917525773,24.0,28.0,45.0,0.6222222222222222,1
645835_CCC_2014J,513.0,4.384615384615385,137.0,21.0,38.0,0.5526315789473685,0
645847_CCC_2014J,2.0,2.0,2.0,1.0,0.0,0.0,0
645867_CCC_2014J,363.0,5.112676056338028,90.0,11.0,28.0,0.39285714285714285,0
645939_CCC_2014J,428.0,3.37007874015748,27.0,26.0,45.0,0.5777777777777777,0
645948_CCC_2014J,814.0,3.1796875,65.0,31.0,43.0,0.7209302325581395,0
646071_CCC_2014J,185.0,3.627450980392157,47.0,11.0,31.0,0.3548387096774194,1
646077_CCC_2014J,2.0,2.0,2.0,1.0,0.0,0.0,0
646173_CCC_2014J,163.0,3.3958333333333335,58.0,7.0,22.0,0.3181818181818182,1
646351_CCC_2014J,652.0,3.3096446700507616,49.0,32.0,45.0,0.7111111111111111,1
646359_CCC_2014J,288.0,2.4,24.0,18.0,40.0,0.45,0
646363_CCC_2014J,117.0,4.5,29.0,4.0,14.0,0.2857142857142857,0
646406_CCC_2014J,420.0,3.7168141592920354,55.0,19.0,43.0,0.4418604651162791,1
646413_CCC_2014J,253.0,3.7761194029850746,71.0,8.0,34.0,0.23529411764705882,1
646459_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
646481_CCC_2014J,309.0,4.904761904761905,61.0,12.0,39.0,0.3076923076923077,1
646502_CCC_2014J,211.0,4.586956521739131,38.0,7.0,26.0,0.2692307692307692,0
646547_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
646553_CCC_2014J,115.0,2.6136363636363638,22.0,5.0,23.0,0.21739130434782608,0
646589_CCC_2014J,614.0,4.687022900763359,112.0,12.0,42.0,0.2857142857142857,1
646628_CCC_2014J,7.0,1.75,3.0,1.0,0.0,0.0,0
646689_CCC_2014J,240.0,2.2857142857142856,27.0,9.0,21.0,0.42857142857142855,0
646739_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
646747_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
646751_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
646841_CCC_2014J,147.0,5.25,56.0,6.0,22.0,0.2727272727272727,0
646938_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
646998_CCC_2014J,538.0,3.448717948717949,129.0,22.0,45.0,0.4888888888888889,1
647083_CCC_2014J,436.0,3.694915254237288,42.0,25.0,44.0,0.5681818181818182,0
647148_CCC_2014J,76.0,2.533333333333333,17.0,8.0,23.0,0.34782608695652173,1
647184_CCC_2014J,18.0,2.25,7.0,1.0,0.0,0.0,0
647195_CCC_2014J,302.0,2.9320388349514563,48.0,18.0,45.0,0.4,1
647391_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
647406_CCC_2014J,330.0,7.857142857142857,83.0,9.0,42.0,0.21428571428571427,0
647417_CCC_2014J,45.0,2.8125,12.0,2.0,19.0,0.10526315789473684,0
647464_CCC_2014J,239.0,3.918032786885246,56.0,8.0,28.0,0.2857142857142857,1
647479_CCC_2014J,271.0,3.816901408450704,47.0,22.0,45.0,0.4888888888888889,0
647518_CCC_2014J,1019.0,5.225641025641026,153.0,24.0,28.0,0.8571428571428571,0
647593_CCC_2014J,262.0,2.977272727272727,47.0,17.0,42.0,0.40476190476190477,1
647645_CCC_2014J,130.0,6.5,68.0,4.0,7.0,0.5714285714285714,0
647684_CCC_2014J,119.0,3.5,25.0,6.0,15.0,0.4,0
647735_CCC_2014J,124.0,5.904761904761905,63.0,4.0,15.0,0.26666666666666666,0
647763_CCC_2014J,683.0,6.696078431372549,201.0,17.0,45.0,0.37777777777777777,1
647865_CCC_2014J,73.0,2.212121212121212,18.0,13.0,42.0,0.30952380952380953,1
647869_CCC_2014J,229.0,3.0533333333333332,64.0,8.0,38.0,0.21052631578947367,0
647887_CCC_2014J,11.0,1.8333333333333333,3.0,3.0,28.0,0.10714285714285714,0
647888_CCC_2014J,120.0,2.0689655172413794,12.0,11.0,32.0,0.34375,1
647947_CCC_2014J,131.0,2.425925925925926,15.0,9.0,25.0,0.36,0
648085_CCC_2014J,105.0,5.25,55.0,5.0,20.0,0.25,1
648140_CCC_2014J,232.0,3.411764705882353,60.0,12.0,41.0,0.2926829268292683,1
648161_CCC_2014J,951.0,9.804123711340207,189.0,16.0,43.0,0.37209302325581395,1
648250_CCC_2014J,1724.0,16.901960784313726,522.0,13.0,40.0,0.325,0
648285_CCC_2014J,192.0,3.5555555555555554,55.0,9.0,27.0,0.3333333333333333,1
648314_CCC_2014J,83.0,4.15,39.0,3.0,20.0,0.15,0
648321_CCC_2014J,144.0,3.2,51.0,9.0,30.0,0.3,0
648354_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
648363_CCC_2014J,554.0,4.859649122807017,99.0,16.0,29.0,0.5517241379310345,1
648369_CCC_2014J,321.0,4.1688311688311686,103.0,15.0,40.0,0.375,1
648419_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
648448_CCC_2014J,206.0,2.1458333333333335,46.0,14.0,29.0,0.4827586206896552,0
648477_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
648521_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
648536_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
648590_CCC_2014J,340.0,2.7419354838709675,41.0,26.0,37.0,0.7027027027027027,0
648605_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
648606_CCC_2014J,250.0,3.8461538461538463,42.0,8.0,24.0,0.3333333333333333,0
648625_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
648649_CCC_2014J,400.0,4.25531914893617,67.0,11.0,45.0,0.24444444444444444,1
648654_CCC_2014J,18.0,1.8,5.0,5.0,18.0,0.2777777777777778,0
648781_CCC_2014J,247.0,7.71875,65.0,6.0,39.0,0.15384615384615385,1
648818_CCC_2014J,224.0,3.7333333333333334,57.0,7.0,29.0,0.2413793103448276,1
648819_CCC_2014J,5.0,2.5,3.0,2.0,2.0,1.0,0
648833_CCC_2014J,22.0,2.75,5.0,2.0,27.0,0.07407407407407407,0
648854_CCC_2014J,661.0,3.6519337016574585,75.0,32.0,43.0,0.7441860465116279,1
648868_CCC_2014J,204.0,5.828571428571428,89.0,7.0,26.0,0.2692307692307692,0
648872_CCC_2014J,190.0,3.6538461538461537,28.0,10.0,37.0,0.2702702702702703,0
648959_CCC_2014J,314.0,5.064516129032258,64.0,13.0,42.0,0.30952380952380953,0
649001_CCC_2014J,19.0,1.7272727272727273,6.0,2.0,7.0,0.2857142857142857,0
649105_CCC_2014J,784.0,4.041237113402062,76.0,24.0,42.0,0.5714285714285714,1
649129_CCC_2014J,146.0,2.5172413793103448,43.0,11.0,34.0,0.3235294117647059,1
649141_CCC_2014J,404.0,3.232,57.0,26.0,43.0,0.6046511627906976,0
649215_CCC_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
649248_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
649343_CCC_2014J,194.0,2.8955223880597014,55.0,11.0,40.0,0.275,1
649394_CCC_2014J,2.0,2.0,2.0,1.0,0.0,0.0,0
649413_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
649523_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
649592_CCC_2014J,168.0,3.9069767441860463,57.0,7.0,13.0,0.5384615384615384,1
649604_CCC_2014J,428.0,5.283950617283951,127.0,14.0,42.0,0.3333333333333333,1
649607_CCC_2014J,166.0,5.354838709677419,82.0,6.0,24.0,0.25,0
649701_CCC_2014J,4.0,4.0,4.0,1.0,0.0,0.0,0
649761_CCC_2014J,389.0,3.704761904761905,46.0,18.0,39.0,0.46153846153846156,0
649780_CCC_2014J,5.0,1.25,2.0,2.0,21.0,0.09523809523809523,0
649816_CCC_2014J,977.0,8.801801801801801,137.0,14.0,20.0,0.7,0
649840_CCC_2014J,843.0,3.5271966527196654,95.0,28.0,44.0,0.6363636363636364,1
649856_CCC_2014J,292.0,4.9491525423728815,47.0,6.0,30.0,0.2,0
649868_CCC_2014J,369.0,3.385321100917431,67.0,13.0,36.0,0.3611111111111111,1
650070_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
650074_CCC_2014J,6.0,1.5,3.0,3.0,3.0,1.0,0
650085_CCC_2014J,120.0,2.727272727272727,24.0,10.0,45.0,0.2222222222222222,0
650099_CCC_2014J,248.0,3.492957746478873,70.0,19.0,41.0,0.4634146341463415,1
650105_CCC_2014J,104.0,2.810810810810811,18.0,6.0,16.0,0.375,0
650133_CCC_2014J,97.0,4.619047619047619,52.0,4.0,18.0,0.2222222222222222,0
650145_CCC_2014J,446.0,4.247619047619048,56.0,14.0,44.0,0.3181818181818182,0
650163_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
650271_CCC_2014J,79.0,2.46875,16.0,10.0,30.0,0.3333333333333333,0
650341_CCC_2014J,169.0,3.6739130434782608,21.0,8.0,36.0,0.2222222222222222,0
650370_CCC_2014J,787.0,3.610091743119266,46.0,38.0,45.0,0.8444444444444444,1
650414_CCC_2014J,129.0,3.3076923076923075,27.0,9.0,31.0,0.2903225806451613,0
650424_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
650511_CCC_2014J,328.0,2.484848484848485,46.0,18.0,45.0,0.4,1
650544_CCC_2014J,75.0,2.6785714285714284,23.0,7.0,7.0,1.0,0
650787_CCC_2014J,135.0,2.2131147540983607,16.0,15.0,44.0,0.3409090909090909,1
650838_CCC_2014J,137.0,5.269230769230769,49.0,5.0,7.0,0.7142857142857143,0
650849_CCC_2014J,140.0,4.516129032258065,82.0,3.0,11.0,0.2727272727272727,0
650850_CCC_2014J,298.0,4.318840579710145,41.0,11.0,38.0,0.2894736842105263,0
650856_CCC_2014J,333.0,2.9210526315789473,32.0,26.0,43.0,0.6046511627906976,1
650863_CCC_2014J,1566.0,5.22,82.0,27.0,42.0,0.6428571428571429,1
650927_CCC_2014J,15.0,1.1538461538461537,2.0,3.0,5.0,0.6,0
651058_CCC_2014J,113.0,3.896551724137931,29.0,6.0,31.0,0.1935483870967742,0
651156_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
651159_CCC_2014J,427.0,2.497076023391813,38.0,18.0,45.0,0.4,1
651187_CCC_2014J,9.0,1.5,4.0,2.0,15.0,0.13333333333333333,0
651217_CCC_2014J,304.0,4.75,68.0,7.0,26.0,0.2692307692307692,0
651236_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
651267_CCC_2014J,914.0,5.858974358974359,139.0,20.0,44.0,0.45454545454545453,0
651298_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
651325_CCC_2014J,69.0,2.090909090909091,11.0,5.0,43.0,0.11627906976744186,0
651371_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
651423_CCC_2014J,344.0,3.0442477876106193,51.0,22.0,42.0,0.5238095238095238,1
651495_CCC_2014J,896.0,3.5137254901960784,52.0,27.0,45.0,0.6,1
651508_CCC_2014J,199.0,2.842857142857143,47.0,16.0,44.0,0.36363636363636365,1
651616_CCC_2014J,129.0,4.161290322580645,41.0,6.0,34.0,0.17647058823529413,0
651651_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
651734_CCC_2014J,114.0,4.56,67.0,5.0,24.0,0.20833333333333334,0
651759_CCC_2014J,630.0,3.5195530726256985,48.0,34.0,42.0,0.8095238095238095,1
651764_CCC_2014J,643.0,3.9447852760736195,133.0,25.0,44.0,0.5681818181818182,1
651823_CCC_2014J,491.0,5.9156626506024095,64.0,11.0,29.0,0.3793103448275862,1
651839_CCC_2014J,55.0,3.9285714285714284,34.0,2.0,2.0,1.0,0
651850_CCC_2014J,249.0,2.797752808988764,41.0,15.0,41.0,0.36585365853658536,0
651935_CCC_2014J,308.0,3.7560975609756095,48.0,16.0,34.0,0.47058823529411764,1
651963_CCC_2014J,77.0,1.7906976744186047,8.0,9.0,27.0,0.3333333333333333,0
652023_CCC_2014J,618.0,5.237288135593221,69.0,19.0,40.0,0.475,1
652406_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
652428_CCC_2014J,720.0,4.528301886792453,75.0,25.0,43.0,0.5813953488372093,0
652501_CCC_2014J,164.0,3.727272727272727,41.0,15.0,35.0,0.42857142857142855,1
652570_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
652571_CCC_2014J,14.0,2.8,7.0,1.0,0.0,0.0,0
652894_CCC_2014J,1808.0,16.28828828828829,383.0,16.0,25.0,0.64,0
652902_CCC_2014J,635.0,3.919753086419753,47.0,26.0,44.0,0.5909090909090909,1
652945_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
652971_CCC_2014J,141.0,3.6153846153846154,73.0,8.0,28.0,0.2857142857142857,0
652994_CCC_2014J,71.0,2.9583333333333335,28.0,9.0,34.0,0.2647058823529412,0
653062_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
653115_CCC_2014J,191.0,3.673076923076923,52.0,10.0,36.0,0.2777777777777778,1
653127_CCC_2014J,2384.0,5.16017316017316,134.0,36.0,45.0,0.8,1
653177_CCC_2014J,211.0,6.0285714285714285,83.0,5.0,9.0,0.5555555555555556,0
653278_CCC_2014J,386.0,4.241758241758242,59.0,21.0,45.0,0.4666666666666667,1
653352_CCC_2014J,76.0,3.3043478260869565,28.0,3.0,32.0,0.09375,0
653452_CCC_2014J,324.0,3.857142857142857,71.0,11.0,38.0,0.2894736842105263,1
653506_CCC_2014J,18.0,2.5714285714285716,9.0,3.0,5.0,0.6,0
653700_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
653726_CCC_2014J,41.0,2.411764705882353,10.0,2.0,14.0,0.14285714285714285,0
653821_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,1
653887_CCC_2014J,150.0,4.285714285714286,27.0,5.0,30.0,0.16666666666666666,0
653977_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
653998_CCC_2014J,358.0,4.419753086419753,67.0,10.0,35.0,0.2857142857142857,0
654000_CCC_2014J,289.0,3.8026315789473686,55.0,16.0,40.0,0.4,1
654002_CCC_2014J,502.0,5.02,147.0,15.0,42.0,0.35714285714285715,1
654016_CCC_2014J,109.0,2.477272727272727,17.0,7.0,26.0,0.2692307692307692,1
654031_CCC_2014J,1017.0,8.136,191.0,16.0,39.0,0.41025641025641024,1
654095_CCC_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
654114_CCC_2014J,415.0,2.985611510791367,62.0,26.0,44.0,0.5909090909090909,1
