student_key,gender,age_band,highest_education,imd_band,disability,region,num_of_prev_attempts,studied_credits,target
625476_EEE_2014B,1,0,2,6,0,5,0,60,1
625527_EEE_2014B,1,0,0,7,0,4,0,60,1
625541_EEE_2014B,1,0,2,2,0,12,0,30,1
625740_EEE_2014B,1,0,1,3,0,5,0,60,1
625774_EEE_2014B,1,1,2,0,0,6,0,60,0
625785_EEE_2014B,1,0,0,9,0,6,0,90,0
625790_EEE_2014B,1,0,2,7,0,8,0,60,0
625841_EEE_2014B,1,0,0,2,0,5,0,60,0
625861_EEE_2014B,1,0,0,5,0,11,0,60,1
625884_EEE_2014B,1,0,0,4,0,9,0,60,0
625901_EEE_2014B,1,1,2,4,0,12,0,30,0
625950_EEE_2014B,1,0,2,2,0,1,0,60,0
625953_EEE_2014B,1,1,1,1,0,3,0,90,1
625975_EEE_2014B,1,0,0,5,1,11,0,60,0
626022_EEE_2014B,0,0,2,4,0,1,0,30,0
626055_EEE_2014B,0,0,1,1,0,6,0,90,0
626183_EEE_2014B,1,0,2,0,0,0,0,60,1
626296_EEE_2014B,1,0,2,8,0,8,0,90,1
626407_EEE_2014B,1,0,2,2,0,7,0,60,1
626444_EEE_2014B,1,0,0,5,0,12,0,60,0
626494_EEE_2014B,1,0,0,5,0,6,0,60,0
626516_EEE_2014B,1,1,2,6,0,1,0,60,0
626519_EEE_2014B,1,0,0,7,0,3,0,30,1
626625_EEE_2014B,1,0,0,5,0,6,0,90,1
626714_EEE_2014B,1,0,0,7,0,11,0,60,1
626749_EEE_2014B,1,0,0,2,0,3,0,30,1
626753_EEE_2014B,1,0,0,0,0,4,0,30,1
626768_EEE_2014B,1,1,0,4,1,3,0,30,1
626772_EEE_2014B,1,0,2,7,0,3,0,60,0
626789_EEE_2014B,1,0,2,4,0,9,0,30,0
626877_EEE_2014B,1,0,0,4,0,11,0,60,1
626906_EEE_2014B,1,0,2,9,0,8,0,60,0
626998_EEE_2014B,1,0,1,3,0,12,0,60,0
627160_EEE_2014B,0,0,2,1,0,3,0,120,0
627168_EEE_2014B,1,0,2,6,0,0,0,60,0
627290_EEE_2014B,1,0,2,8,0,7,0,30,0
627387_EEE_2014B,1,0,1,5,0,11,0,60,1
627390_EEE_2014B,1,0,2,3,0,5,0,60,0
627399_EEE_2014B,0,0,0,0,0,5,0,60,1
627401_EEE_2014B,1,0,1,4,0,3,0,30,1
627450_EEE_2014B,1,0,2,10,0,4,0,30,1
627461_EEE_2014B,1,0,0,5,0,10,0,30,0
627471_EEE_2014B,0,0,2,5,0,6,0,30,1
627500_EEE_2014B,1,0,2,8,0,8,0,60,0
627516_EEE_2014B,1,1,2,5,0,10,0,60,1
627636_EEE_2014B,1,0,2,8,0,1,0,60,1
627711_EEE_2014B,1,0,0,1,0,11,0,60,1
627750_EEE_2014B,0,0,1,4,0,6,0,60,1
627907_EEE_2014B,1,0,2,1,0,8,0,60,1
627961_EEE_2014B,1,0,2,4,0,10,0,30,0
628054_EEE_2014B,1,1,2,4,0,1,0,60,0
628214_EEE_2014B,1,0,2,7,0,7,0,60,0
628300_EEE_2014B,1,0,0,4,0,0,0,30,1
628366_EEE_2014B,1,0,2,4,0,6,0,60,0
628527_EEE_2014B,1,0,0,3,0,10,0,60,0
628677_EEE_2014B,0,1,2,7,0,6,0,90,0
628686_EEE_2014B,1,0,2,4,0,0,0,90,0
628718_EEE_2014B,1,0,0,6,1,6,0,90,1
628777_EEE_2014B,1,0,0,5,0,3,0,30,1
628910_EEE_2014B,1,0,0,6,0,3,0,30,1
628914_EEE_2014B,1,1,1,3,0,3,0,30,0
628938_EEE_2014B,1,0,0,0,0,11,0,60,0
628959_EEE_2014B,1,0,0,7,0,5,0,30,1
628993_EEE_2014B,1,0,1,7,0,8,0,60,0
629081_EEE_2014B,1,0,1,4,0,6,0,60,0
629089_EEE_2014B,1,1,0,5,0,12,0,60,0
629202_EEE_2014B,1,0,1,4,0,4,0,30,1
629234_EEE_2014B,1,0,2,0,0,3,0,30,0
629283_EEE_2014B,1,1,2,1,0,6,0,30,0
629342_EEE_2014B,0,1,1,3,0,12,0,60,0
629421_EEE_2014B,1,0,1,9,0,0,0,60,0
629500_EEE_2014B,1,0,0,8,0,7,0,60,0
629506_EEE_2014B,1,0,2,8,0,6,0,60,1
629601_EEE_2014B,1,0,1,5,0,6,0,60,1
629623_EEE_2014B,1,1,0,3,0,12,0,60,0
629627_EEE_2014B,0,1,1,8,0,7,0,30,0
629628_EEE_2014B,1,0,2,5,0,12,0,60,0
629654_EEE_2014B,0,0,0,3,0,8,0,60,1
629753_EEE_2014B,1,1,0,6,0,6,0,30,1
629765_EEE_2014B,1,1,2,1,0,3,0,30,0
629887_EEE_2014B,1,0,1,2,0,5,0,60,0
629893_EEE_2014B,1,0,0,6,0,9,0,60,0
629906_EEE_2014B,1,1,2,0,1,5,0,60,0
630047_EEE_2014B,1,0,2,1,0,7,0,60,1
630086_EEE_2014B,1,0,1,6,0,6,0,60,1
630120_EEE_2014B,0,0,0,4,0,3,0,30,0
630165_EEE_2014B,1,0,0,9,0,4,0,30,1
630416_EEE_2014B,1,0,0,5,0,6,0,30,0
630449_EEE_2014B,1,0,0,6,0,9,0,60,1
630514_EEE_2014B,1,1,0,3,0,1,0,60,0
630540_EEE_2014B,0,0,2,2,0,1,0,90,0
630573_EEE_2014B,1,0,1,5,0,0,0,60,0
630585_EEE_2014B,1,0,2,2,0,5,0,120,0
630606_EEE_2014B,1,0,0,3,0,0,0,60,1
630635_EEE_2014B,1,1,0,0,0,3,0,60,1
630657_EEE_2014B,1,0,0,1,0,4,0,60,0
630696_EEE_2014B,1,0,2,7,0,0,0,60,0
630722_EEE_2014B,1,0,2,6,0,5,0,30,1
630825_EEE_2014B,1,0,2,7,0,1,0,60,0
630888_EEE_2014B,1,0,0,0,0,5,0,60,1
630900_EEE_2014B,1,1,0,7,0,0,0,30,1
630980_EEE_2014B,1,1,0,8,0,9,0,30,0
631016_EEE_2014B,1,0,2,0,0,4,0,30,1
631051_EEE_2014B,1,0,2,7,0,12,0,60,0
631073_EEE_2014B,1,0,1,3,0,9,0,30,1
631117_EEE_2014B,1,1,1,10,0,4,0,30,1
631334_EEE_2014B,1,0,0,4,1,8,0,60,1
631356_EEE_2014B,1,0,1,7,0,8,0,30,1
631453_EEE_2014B,1,0,0,5,0,8,0,60,1
631509_EEE_2014B,1,1,2,5,0,6,0,30,1
631655_EEE_2014B,1,0,1,8,0,0,0,60,1
631657_EEE_2014B,1,0,1,8,0,6,0,60,0
631807_EEE_2014B,1,1,1,2,0,1,0,30,0
632004_EEE_2014B,1,1,1,6,0,11,0,30,1
632074_EEE_2014B,1,0,0,6,0,6,0,60,1
632083_EEE_2014B,1,1,0,8,0,11,0,30,1
632111_EEE_2014B,1,0,0,5,0,5,0,60,1
632133_EEE_2014B,0,1,2,6,0,11,0,60,0
632135_EEE_2014B,1,1,2,6,0,11,0,60,0
632312_EEE_2014B,1,0,0,2,0,2,0,60,0
632329_EEE_2014B,1,1,3,1,0,3,0,30,0
632376_EEE_2014B,1,0,2,9,0,9,0,30,0
632389_EEE_2014B,1,0,0,6,0,4,0,30,1
632459_EEE_2014B,1,0,0,9,0,3,0,60,1
632641_EEE_2014B,0,0,0,0,0,11,0,60,1
632700_EEE_2014B,1,0,0,0,0,3,0,30,1
632780_EEE_2014B,1,0,1,2,0,3,0,60,0
632800_EEE_2014B,1,0,2,2,0,9,0,30,0
632883_EEE_2014B,1,0,2,6,0,10,0,30,1
632889_EEE_2014B,1,0,0,7,0,3,0,60,0
632904_EEE_2014B,1,0,1,4,0,6,0,60,1
632977_EEE_2014B,1,0,0,6,1,9,0,30,1
633107_EEE_2014B,1,0,1,7,0,6,0,60,1
633259_EEE_2014B,1,0,2,5,0,5,0,30,0
633270_EEE_2014B,1,0,3,2,0,9,0,60,1
633304_EEE_2014B,1,0,2,3,0,5,0,30,1
633310_EEE_2014B,1,0,0,4,0,1,0,60,1
633330_EEE_2014B,1,0,0,8,0,7,0,60,0
633334_EEE_2014B,1,1,2,2,0,0,0,60,0
633395_EEE_2014B,1,0,0,0,0,5,0,60,0
633432_EEE_2014B,1,0,0,5,0,11,0,60,0
633455_EEE_2014B,1,0,2,5,0,5,0,60,1
633511_EEE_2014B,1,0,0,5,0,0,0,30,1
633530_EEE_2014B,1,1,2,0,0,11,0,60,0
633544_EEE_2014B,1,0,2,2,0,6,0,30,1
633605_EEE_2014B,0,0,0,8,0,6,0,60,1
633634_EEE_2014B,1,0,0,1,0,4,0,30,1
633637_EEE_2014B,1,0,0,0,0,12,0,60,0
633695_EEE_2014B,1,0,0,7,0,12,0,60,1
633716_EEE_2014B,1,0,0,0,0,10,0,60,1
633746_EEE_2014B,1,0,0,4,0,12,0,30,1
633859_EEE_2014B,1,0,2,4,0,4,0,60,0
633998_EEE_2014B,0,2,1,5,0,6,0,60,1
634040_EEE_2014B,1,0,0,2,0,6,0,60,0
634083_EEE_2014B,1,0,0,7,0,9,0,60,0
634193_EEE_2014B,1,0,2,2,0,1,0,30,1
634216_EEE_2014B,1,0,1,5,0,9,0,60,1
634241_EEE_2014B,1,0,0,3,0,11,0,60,1
634309_EEE_2014B,1,0,0,0,0,3,0,30,1
634318_EEE_2014B,1,0,2,9,0,10,0,30,1
634433_EEE_2014B,1,0,0,2,0,4,0,60,0
634570_EEE_2014B,1,1,1,8,0,0,0,60,1
634578_EEE_2014B,1,0,0,5,0,6,0,60,0
634600_EEE_2014B,1,0,2,0,0,6,0,30,1
634737_EEE_2014B,1,0,2,2,0,12,0,90,0
634744_EEE_2014B,1,0,1,10,0,6,0,60,0
634817_EEE_2014B,1,0,2,8,0,4,0,60,1
634862_EEE_2014B,0,0,0,4,0,11,0,60,0
634869_EEE_2014B,1,0,0,8,0,12,0,30,1
635041_EEE_2014B,1,1,0,5,0,1,0,60,1
635043_EEE_2014B,1,0,1,9,0,1,0,60,1
635109_EEE_2014B,1,0,2,5,0,2,0,60,1
635515_EEE_2014B,1,0,2,9,0,6,0,60,0
996047_EEE_2014B,1,1,0,2,0,5,0,60,1
1268772_EEE_2014B,1,2,1,8,0,6,0,60,1
1410398_EEE_2014B,1,1,1,3,0,5,0,60,1
1457691_EEE_2014B,1,1,2,0,0,0,0,90,1
1500950_EEE_2014B,1,1,0,7,0,9,0,60,1
1573624_EEE_2014B,1,1,2,2,0,0,0,30,1
1618172_EEE_2014B,0,1,0,7,0,1,0,30,1
1644328_EEE_2014B,1,1,1,6,0,1,0,60,0
1661805_EEE_2014B,1,1,2,2,0,9,0,30,1
1663815_EEE_2014B,1,1,1,6,0,6,0,30,0
1664171_EEE_2014B,1,1,2,5,1,5,0,90,0
1664810_EEE_2014B,1,1,2,1,0,7,0,60,0
1683692_EEE_2014B,1,1,0,4,0,11,0,60,0
1700371_EEE_2014B,1,1,1,4,0,0,0,30,1
1763786_EEE_2014B,1,1,0,7,0,8,0,60,1
1780737_EEE_2014B,1,1,0,9,1,8,0,60,0
1789319_EEE_2014B,0,1,1,5,0,7,0,60,1
1810414_EEE_2014B,1,1,1,9,0,8,0,30,1
1828112_EEE_2014B,1,1,0,1,0,11,0,60,0
1839181_EEE_2014B,1,1,1,6,0,12,0,90,1
1861830_EEE_2014B,1,1,2,5,0,9,1,70,1
1863564_EEE_2014B,1,1,1,0,0,4,0,60,0
1878160_EEE_2014B,1,1,0,7,0,8,1,150,0
1894419_EEE_2014B,1,1,0,8,0,3,0,60,0
1908526_EEE_2014B,1,1,1,2,0,6,0,60,0
2002664_EEE_2014B,0,1,1,9,0,6,0,30,1
2026585_EEE_2014B,1,1,1,10,0,2,0,30,1
2064873_EEE_2014B,1,1,2,3,0,1,0,60,1
2139273_EEE_2014B,1,1,0,6,0,6,0,90,1
2187588_EEE_2014B,1,1,0,7,0,2,1,60,1
2188680_EEE_2014B,1,0,2,5,0,9,0,60,0
2198914_EEE_2014B,1,1,1,7,0,8,0,90,1
2249143_EEE_2014B,1,1,2,8,0,0,0,30,1
2295254_EEE_2014B,1,1,1,1,0,5,0,30,0
2329539_EEE_2014B,1,0,2,7,0,12,0,60,0
2359504_EEE_2014B,0,1,4,9,0,6,0,30,0
2364637_EEE_2014B,1,1,2,6,0,0,0,30,1
2376512_EEE_2014B,1,0,2,6,0,3,0,30,1
2384615_EEE_2014B,1,0,0,9,0,6,1,150,0
2388492_EEE_2014B,0,1,2,7,0,6,0,30,0
2391004_EEE_2014B,1,0,1,7,0,6,0,60,1
2434339_EEE_2014B,1,1,0,4,0,9,1,135,1
2455893_EEE_2014B,1,0,1,9,0,8,0,90,1
2472178_EEE_2014B,1,1,0,9,0,0,0,30,0
2478799_EEE_2014B,1,0,2,8,0,0,0,60,0
2492827_EEE_2014B,1,0,0,6,0,10,0,60,1
2520067_EEE_2014B,0,0,0,0,1,12,0,180,0
2554047_EEE_2014B,1,0,0,3,0,1,0,60,0
2567038_EEE_2014B,1,0,0,9,0,6,0,60,1
2569912_EEE_2014B,1,0,0,10,0,2,0,60,0
2577893_EEE_2014B,1,1,2,9,0,7,0,30,1
2595665_EEE_2014B,0,0,1,2,0,10,0,30,1
2600862_EEE_2014B,0,0,0,9,0,6,0,90,1
2603195_EEE_2014B,1,0,0,6,0,9,0,60,1
2613219_EEE_2014B,1,1,1,7,0,6,0,30,0
2619011_EEE_2014B,1,1,0,7,0,12,0,60,0
2620661_EEE_2014B,1,1,0,0,0,5,0,120,1
2632165_EEE_2014B,1,0,0,7,0,10,0,60,1
2642697_EEE_2014B,1,0,2,0,0,1,0,30,1
2647314_EEE_2014B,1,0,0,2,0,10,0,30,1
2662742_EEE_2014B,1,0,2,7,0,6,0,60,0
28770_EEE_2014J,1,0,2,2,0,6,0,30,0
46048_EEE_2014J,1,1,0,8,0,0,0,30,0
47061_EEE_2014J,1,0,0,9,0,1,0,30,1
60809_EEE_2014J,1,0,2,9,0,7,0,120,1
62034_EEE_2014J,1,0,2,5,0,11,0,60,1
67539_EEE_2014J,1,0,2,1,0,2,0,60,1
67685_EEE_2014J,1,0,0,1,0,8,0,180,1
70827_EEE_2014J,1,0,1,3,0,1,0,210,0
76579_EEE_2014J,0,0,1,1,0,12,1,120,1
80358_EEE_2014J,1,0,2,6,0,6,0,120,1
89545_EEE_2014J,1,0,1,9,0,8,0,30,1
108281_EEE_2014J,1,1,1,1,0,6,0,30,1
108497_EEE_2014J,1,0,2,0,0,9,0,60,1
110789_EEE_2014J,0,0,2,8,0,1,0,60,1
121163_EEE_2014J,1,0,2,1,0,3,0,30,0
124304_EEE_2014J,1,0,0,1,0,4,0,60,1
124711_EEE_2014J,1,2,2,1,0,3,0,60,0
126450_EEE_2014J,1,0,0,2,0,5,0,60,1
128817_EEE_2014J,1,1,2,9,0,0,0,60,0
131776_EEE_2014J,0,0,0,5,0,7,0,60,1
134212_EEE_2014J,1,0,0,2,0,4,0,60,1
135763_EEE_2014J,1,1,0,9,0,1,1,40,1
142092_EEE_2014J,1,1,1,2,0,5,0,120,1
158708_EEE_2014J,1,0,1,8,0,0,0,30,1
159287_EEE_2014J,1,0,1,3,0,6,0,90,1
161781_EEE_2014J,1,0,0,6,0,6,0,90,0
162210_EEE_2014J,1,1,2,7,0,5,0,90,1
164708_EEE_2014J,1,0,0,4,0,3,0,60,0
171843_EEE_2014J,1,0,2,3,0,1,0,90,1
173341_EEE_2014J,1,1,1,5,0,6,0,60,0
174512_EEE_2014J,1,0,2,9,0,11,1,90,0
175940_EEE_2014J,1,0,0,4,0,3,0,60,1
177186_EEE_2014J,1,0,0,5,0,0,0,30,0
177472_EEE_2014J,0,0,2,4,0,0,0,30,0
189117_EEE_2014J,1,1,2,7,0,11,0,30,1
190780_EEE_2014J,1,0,1,6,0,6,0,120,1
191000_EEE_2014J,1,0,4,8,0,6,1,30,0
195252_EEE_2014J,0,0,0,0,0,0,0,50,0
195897_EEE_2014J,1,0,2,6,0,7,0,60,1
196132_EEE_2014J,1,1,2,7,0,11,0,60,1
202606_EEE_2014J,1,0,1,9,0,2,0,60,1
231017_EEE_2014J,1,1,0,9,0,6,0,30,1
232078_EEE_2014J,1,1,1,1,0,12,0,30,0
233335_EEE_2014J,1,0,0,0,1,12,0,30,1
233685_EEE_2014J,1,0,0,7,0,9,0,60,1
236512_EEE_2014J,1,1,2,5,0,5,0,120,0
239908_EEE_2014J,1,0,0,7,0,8,0,150,1
241728_EEE_2014J,1,0,0,2,0,11,0,30,1
243926_EEE_2014J,1,0,0,4,0,1,0,90,0
247653_EEE_2014J,1,0,0,4,0,3,0,90,0
250159_EEE_2014J,0,0,1,6,0,7,0,150,1
253496_EEE_2014J,1,0,2,0,0,10,0,60,1
255449_EEE_2014J,1,0,0,2,0,6,1,30,0
269220_EEE_2014J,1,0,2,7,1,11,0,60,1
270764_EEE_2014J,1,0,0,8,0,6,0,60,0
270988_EEE_2014J,1,0,1,6,0,8,0,60,1
274967_EEE_2014J,1,1,0,4,0,6,0,30,1
284095_EEE_2014J,0,0,1,9,0,9,0,120,1
285934_EEE_2014J,1,1,2,10,0,4,0,60,1
286262_EEE_2014J,1,0,2,9,1,8,1,120,1
286527_EEE_2014J,0,0,0,7,0,5,1,90,1
293321_EEE_2014J,1,0,0,2,0,11,0,120,0
296222_EEE_2014J,1,0,0,8,0,7,0,90,1
298148_EEE_2014J,1,0,1,7,0,3,0,80,1
299707_EEE_2014J,0,0,0,5,1,1,0,150,1
302363_EEE_2014J,1,0,0,3,0,12,0,30,0
307953_EEE_2014J,1,1,2,8,0,6,0,30,1
310968_EEE_2014J,1,0,2,2,0,9,0,60,1
316454_EEE_2014J,0,0,2,0,1,5,0,120,0
318769_EEE_2014J,1,0,2,3,0,7,0,60,1
318855_EEE_2014J,1,0,2,8,0,7,0,60,0
322641_EEE_2014J,1,0,2,7,0,0,0,60,0
325518_EEE_2014J,1,0,2,2,0,11,0,60,0
331622_EEE_2014J,1,0,2,8,0,1,0,150,0
332945_EEE_2014J,1,0,1,5,0,7,0,60,1
333637_EEE_2014J,1,0,0,9,0,6,0,30,1
333976_EEE_2014J,1,0,0,0,0,11,1,30,0
336014_EEE_2014J,1,0,1,8,0,6,0,120,0
337741_EEE_2014J,1,0,2,3,0,3,0,50,0
341010_EEE_2014J,1,1,2,3,0,6,0,30,0
342187_EEE_2014J,1,0,2,1,0,4,0,60,0
344740_EEE_2014J,1,1,2,6,0,3,0,90,1
345256_EEE_2014J,1,0,1,7,0,6,0,60,1
345288_EEE_2014J,1,0,0,1,0,4,0,60,1
346093_EEE_2014J,1,0,4,10,0,2,0,30,1
348288_EEE_2014J,1,0,0,7,0,0,1,60,1
355049_EEE_2014J,1,0,0,5,0,3,0,60,1
355617_EEE_2014J,0,0,1,7,0,6,0,30,1
356735_EEE_2014J,1,0,0,8,1,6,0,30,1
360266_EEE_2014J,0,1,1,8,0,4,0,60,1
364322_EEE_2014J,1,1,2,3,0,12,0,30,1
369713_EEE_2014J,1,0,0,3,0,11,0,60,1
369942_EEE_2014J,1,1,1,2,0,8,0,60,1
372577_EEE_2014J,1,0,2,2,0,8,0,180,0
378825_EEE_2014J,1,0,0,2,0,9,0,60,1
381185_EEE_2014J,1,1,1,8,0,6,0,120,1
381586_EEE_2014J,1,0,0,5,0,12,0,60,1
381983_EEE_2014J,0,1,1,2,0,10,0,30,0
382432_EEE_2014J,1,1,2,0,0,9,1,60,0
387944_EEE_2014J,1,1,0,8,0,7,0,60,0
388252_EEE_2014J,1,0,2,7,0,11,1,30,0
390332_EEE_2014J,1,1,2,2,0,5,0,60,0
391301_EEE_2014J,1,0,2,8,0,0,1,30,0
391572_EEE_2014J,1,0,0,1,0,11,0,60,0
396674_EEE_2014J,1,0,0,7,0,11,0,60,1
398019_EEE_2014J,1,1,0,8,0,12,1,30,0
398413_EEE_2014J,1,1,0,4,0,10,0,60,1
401240_EEE_2014J,1,0,0,3,0,8,0,60,1
402295_EEE_2014J,1,0,2,5,0,1,0,60,1
402906_EEE_2014J,1,0,1,3,0,3,0,30,0
404200_EEE_2014J,1,1,0,2,0,3,0,45,1
404695_EEE_2014J,0,0,2,2,0,12,0,90,1
405125_EEE_2014J,1,0,0,2,0,11,0,90,1
407731_EEE_2014J,1,0,2,6,0,6,0,60,1
408763_EEE_2014J,1,0,0,3,0,5,0,60,1
410587_EEE_2014J,1,1,1,1,0,5,0,65,1
410592_EEE_2014J,1,0,1,4,0,6,0,120,1
411619_EEE_2014J,1,0,0,6,0,2,0,30,1
418035_EEE_2014J,1,1,2,1,1,3,0,30,1
418216_EEE_2014J,1,0,2,1,0,8,0,40,1
423947_EEE_2014J,1,0,0,4,0,6,1,60,1
425053_EEE_2014J,0,0,0,5,1,6,0,60,0
425858_EEE_2014J,1,0,2,3,1,3,0,60,0
432484_EEE_2014J,1,1,0,4,0,6,0,30,0
434347_EEE_2014J,1,1,0,6,0,10,0,30,1
434503_EEE_2014J,1,0,2,0,0,7,1,60,0
436213_EEE_2014J,1,1,1,7,0,2,0,60,0
436900_EEE_2014J,1,0,2,2,0,11,0,60,0
441385_EEE_2014J,1,1,4,7,0,6,0,90,0
441895_EEE_2014J,1,0,0,3,1,3,0,30,1
442359_EEE_2014J,1,0,2,0,0,11,0,60,1
443200_EEE_2014J,1,1,1,8,0,10,0,60,1
443498_EEE_2014J,1,0,2,1,0,7,0,30,1
443701_EEE_2014J,0,1,0,9,0,9,0,60,0
444814_EEE_2014J,1,0,1,3,0,3,0,60,0
445049_EEE_2014J,1,0,0,3,1,5,1,30,1
446397_EEE_2014J,1,1,1,8,0,6,1,30,0
447659_EEE_2014J,1,0,2,8,0,0,1,120,0
464780_EEE_2014J,1,0,0,5,0,0,0,90,1
464957_EEE_2014J,1,0,0,2,0,3,0,90,0
465406_EEE_2014J,1,0,0,6,0,5,0,60,1
466430_EEE_2014J,1,0,3,3,0,9,2,60,0
466508_EEE_2014J,1,0,1,9,0,8,0,30,1
466892_EEE_2014J,1,0,0,0,0,12,0,60,1
469424_EEE_2014J,1,0,0,2,0,7,0,90,1
470461_EEE_2014J,1,0,2,4,0,6,0,60,1
472762_EEE_2014J,1,0,0,6,0,11,0,180,1
472845_EEE_2014J,1,0,2,3,0,11,0,30,0
474290_EEE_2014J,1,0,0,9,0,12,0,120,1
476438_EEE_2014J,0,1,0,2,0,9,0,60,1
476497_EEE_2014J,1,0,0,6,0,8,0,60,0
479987_EEE_2014J,1,0,1,6,0,6,1,60,1
480579_EEE_2014J,0,0,0,1,0,3,0,60,1
481787_EEE_2014J,1,0,0,6,0,11,0,60,1
481884_EEE_2014J,1,0,2,6,0,5,0,30,0
482030_EEE_2014J,1,0,2,8,0,0,0,60,1
483131_EEE_2014J,1,0,0,2,0,10,0,60,1
483858_EEE_2014J,0,0,0,7,0,6,0,60,1
490443_EEE_2014J,1,0,0,0,0,5,0,60,0
491170_EEE_2014J,1,0,0,1,0,3,0,30,1
491664_EEE_2014J,1,0,0,5,0,1,0,60,1
494270_EEE_2014J,1,1,0,8,0,3,0,90,1
495429_EEE_2014J,1,0,1,10,0,2,0,60,1
496530_EEE_2014J,1,0,2,7,0,1,1,60,0
500440_EEE_2014J,1,0,0,3,0,3,0,90,0
501422_EEE_2014J,1,0,0,6,0,5,0,60,0
502004_EEE_2014J,1,1,0,4,0,5,0,60,1
502548_EEE_2014J,0,0,2,3,0,4,0,60,1
506618_EEE_2014J,1,0,1,6,0,9,1,240,0
507967_EEE_2014J,1,0,1,1,0,6,0,60,0
509780_EEE_2014J,0,0,2,6,0,12,0,60,1
510402_EEE_2014J,1,0,0,0,0,11,0,60,1
510435_EEE_2014J,1,0,2,5,0,10,2,30,0
515977_EEE_2014J,1,0,2,1,0,6,0,60,1
516398_EEE_2014J,1,1,1,10,0,4,0,60,0
517094_EEE_2014J,1,0,0,3,0,4,2,60,1
520077_EEE_2014J,1,1,2,3,0,8,0,90,1
520750_EEE_2014J,1,0,1,4,0,10,0,90,0
520824_EEE_2014J,0,0,2,2,0,11,1,30,0
521350_EEE_2014J,1,0,1,0,1,6,0,30,0
521541_EEE_2014J,1,0,0,1,0,1,0,60,0
522645_EEE_2014J,1,0,1,6,0,5,0,60,0
523804_EEE_2014J,1,0,2,1,0,6,0,30,0
523872_EEE_2014J,1,0,2,5,0,8,0,60,1
524431_EEE_2014J,0,0,0,0,0,8,0,60,0
525217_EEE_2014J,1,0,2,9,0,8,0,60,1
525625_EEE_2014J,1,0,0,3,0,3,0,60,1
529287_EEE_2014J,1,0,2,4,1,6,0,90,0
529670_EEE_2014J,1,0,2,8,0,12,0,60,1
530087_EEE_2014J,1,0,1,8,0,5,0,90,1
532579_EEE_2014J,1,0,0,2,0,5,0,30,1
532846_EEE_2014J,1,0,2,3,0,9,0,60,0
536984_EEE_2014J,1,1,2,7,0,0,0,60,1
540219_EEE_2014J,1,0,0,3,0,10,0,60,1
542167_EEE_2014J,1,0,1,5,1,6,0,60,0
542279_EEE_2014J,0,0,1,2,0,3,0,60,1
543931_EEE_2014J,1,0,2,4,0,5,0,60,1
544071_EEE_2014J,1,0,2,9,0,8,0,150,0
545493_EEE_2014J,1,0,1,9,0,6,0,90,1
546400_EEE_2014J,0,0,0,6,0,6,2,60,0
547153_EEE_2014J,1,0,0,8,0,10,0,60,1
548807_EEE_2014J,1,0,0,6,0,10,0,60,1
549922_EEE_2014J,1,0,0,8,0,7,0,120,0
550573_EEE_2014J,1,0,1,6,0,3,2,90,1
551117_EEE_2014J,1,0,0,8,0,8,0,30,0
551182_EEE_2014J,1,0,2,3,0,11,1,30,1
551589_EEE_2014J,1,1,2,2,0,5,0,120,0
552441_EEE_2014J,0,0,0,0,0,12,0,90,1
553753_EEE_2014J,1,0,2,2,0,5,0,60,0
554235_EEE_2014J,1,1,2,5,0,5,1,30,0
554459_EEE_2014J,1,0,0,4,0,5,1,60,1
554999_EEE_2014J,1,0,0,1,1,5,1,60,0
555051_EEE_2014J,1,0,2,9,0,7,0,60,0
556450_EEE_2014J,1,0,0,9,1,6,1,60,0
557229_EEE_2014J,1,1,2,1,0,5,0,60,1
558342_EEE_2014J,1,0,2,4,0,12,2,120,0
558509_EEE_2014J,1,0,2,4,0,0,0,60,1
559113_EEE_2014J,0,0,0,8,0,6,0,120,0
560707_EEE_2014J,1,0,1,9,0,12,1,30,1
560759_EEE_2014J,1,0,0,8,0,11,0,60,1
560881_EEE_2014J,1,0,0,2,1,11,0,90,0
560921_EEE_2014J,1,0,1,4,0,12,0,30,1
560953_EEE_2014J,1,0,2,5,0,0,0,60,0
561208_EEE_2014J,1,0,0,6,0,0,1,60,1
561413_EEE_2014J,0,0,2,0,0,2,0,60,1
563046_EEE_2014J,1,0,0,5,0,0,0,60,1
563321_EEE_2014J,1,0,1,7,0,8,0,60,1
563534_EEE_2014J,1,1,0,0,0,2,0,60,0
564445_EEE_2014J,1,1,1,4,0,1,0,60,1
564562_EEE_2014J,1,0,0,7,0,10,0,60,0
564734_EEE_2014J,1,0,2,8,0,0,0,60,1
565275_EEE_2014J,1,0,0,4,0,8,2,90,1
565952_EEE_2014J,0,0,0,4,1,8,0,60,1
566279_EEE_2014J,1,0,0,0,0,6,1,90,1
566428_EEE_2014J,1,0,0,5,0,9,0,90,1
567681_EEE_2014J,1,0,2,6,0,10,0,90,0
567892_EEE_2014J,1,1,0,3,0,7,1,60,0
567926_EEE_2014J,1,0,1,6,0,6,0,120,0
569372_EEE_2014J,1,1,1,2,0,0,0,30,1
569953_EEE_2014J,0,0,2,2,0,3,0,30,1
570045_EEE_2014J,1,0,0,4,0,0,0,60,1
570273_EEE_2014J,1,0,0,9,0,8,1,60,1
570278_EEE_2014J,1,1,0,6,0,0,0,90,0
570491_EEE_2014J,1,0,0,7,0,11,0,90,1
570954_EEE_2014J,1,1,2,2,1,6,1,60,0
